source,n_trades,offset,median_norm_q,q25_norm_q,q75_norm_q
v5,4725,18,0.9724770642201835,0.5992831541218638,1.4641263716387314
v5,4725,19,0.972972972972973,0.5933333333333334,1.4942528735632183
v5,4725,20,0.9738125338631027,0.5806451612903226,1.4747087045921865
v5,4725,21,0.9698795180722891,0.574276683685874,1.4757301954192057
v5,4725,22,0.9712230215827338,0.5744462099261614,1.4889643463497453
v5,4725,23,0.9640591966173362,0.5661424606845513,1.4976744186046511
v5,4725,24,0.9779661016949153,0.5655526992287918,1.5128112594731145
v5,4725,25,0.9725879559680553,0.5540687160940325,1.515536723163842
v5,4725,26,0.9753224332283944,0.5625223934073809,1.5372658429653248
v5,4725,27,0.9755146262188515,0.5430528375733855,1.5449735449735449
v5,4725,28,0.9694793536804309,0.547945205479452,1.5418532552531863
v5,4725,29,0.9692307692307692,0.5458422174840085,1.549154963104023
v5,4725,30,0.9740428293316029,0.5425531914893617,1.5632183908045978
v9,3898,-30,1.0497524752475247,0.9591836734693877,1.2440234079036567
v9,3898,-29,1.0416666666666667,0.96,1.213497150997151
v9,3898,-28,1.037037037037037,0.9604080022356287,1.2
v9,3898,-27,1.0333333333333334,0.9639441978440076,1.1781729779893881
v9,3898,-26,1.0272550406791652,0.9642857142857143,1.1593379446640317
v9,3898,-25,1.0258075258075259,0.9667127071823205,1.1428571428571428
v9,3898,-24,1.0204081632653061,0.9690008232146532,1.1261071996366114
v9,3898,-23,1.0204081632653061,0.967032967032967,1.1209199732335373
v9,3898,-22,1.0131601731601731,0.9664988814317674,1.1050368682417182
v9,3898,-21,1.0138888888888888,0.9660152196471808,1.0946363029696362
v9,3898,-20,1.012739370334307,0.9705882352941176,1.0907979551011335
v9,3898,-19,1.0076335877862594,0.971562082777036,1.0804341133004927
v9,3898,-18,1.004619553620962,0.9722222222222222,1.0688474256022673
v9,3898,-17,1.0,0.9714285714285714,1.0588235294117647
v9,3898,-16,1.0,0.97318407960199,1.0533364661654137
v9,3898,-15,1.0,0.9629629629629629,1.044776119402985
v9,3898,-14,1.0,0.9508448154480539,1.0389610389610389
v9,3898,-13,1.0,0.9333333333333333,1.037037037037037
v9,3898,-12,1.0,0.9250275330396476,1.0384615384615385
v9,3898,-11,0.9905511576691863,0.9107142857142857,1.04
v9,3898,-10,0.9855902994061709,0.9047619047619048,1.0389610389610389
v9,3898,-9,0.9803921568627451,0.8888888888888888,1.0377003830330542
v9,3898,-8,0.9764705882352941,0.8791549008267274,1.032258064516129
v9,3898,-7,0.9722222222222222,0.8688448778526189,1.0311694587628866
v9,3898,-6,0.9690721649484536,0.8571428571428571,1.0340715831787262
v9,3898,-5,0.9598301486199575,0.8333333333333334,1.0300321888412016
v9,3898,-4,0.9583333333333334,0.8163265306122449,1.03125
v9,3898,-3,0.9423076923076923,0.7916666666666666,1.0215353651523864
v9,3898,-2,0.9346810239739943,0.7685272045028143,1.022857390700902
v9,3898,-1,0.925,0.733845950762326,1.0204081632653061
v9,3898,0,0.9234218696102104,0.7119328291814947,1.0397501803751803
v9,3898,1,0.9206349206349206,0.7142857142857143,1.0390608875129
v9,3898,2,0.9170522103658536,0.7083333333333334,1.0434782608695652
v9,3898,3,0.9151271186440678,0.6933557513914657,1.05
v9,3898,4,0.9077899100192094,0.6844078947368422,1.05551890941073
v9,3898,5,0.9032258064516129,0.6701517074296262,1.0624792496679947
v9,3898,6,0.9030801718488313,0.6666666666666666,1.0767548076923077
v9,3898,7,0.9015238974832602,0.663544776119403,1.0769230769230769
v9,3898,8,0.8997607655502393,0.6572576919523238,1.083582337317397
v9,3898,9,0.9,0.6454663624787775,1.0984534658933998
v9,3898,10,0.896551724137931,0.6445117990907122,1.1197427652733118
v9,3898,11,0.898427904691722,0.6404794274061338,1.12
v9,3898,12,0.8982549541555753,0.6292741935483871,1.127581079564583
v9,3898,13,0.8966091954022988,0.62425,1.1378519455868397
v9,3898,14,0.8970791419221913,0.6183126226291694,1.1515151515151516
v9,3898,15,0.9,0.6226666666666667,1.1611503301793809
v9,3898,16,0.9056603773584906,0.6163860147426794,1.1764705882352942
v9,3898,17,0.9066666666666666,0.6191770186335404,1.1987846727800877
v9,3898,18,0.9047619047619048,0.6201724137931035,1.2343015604436924
v9,3898,19,0.9033623123548032,0.61885030255196,1.2428571428571429
v9,3898,20,0.9059925854942843,0.6150178253119429,1.25
v9,3898,21,0.8991325650576207,0.6074892572130142,1.25
v9,3898,22,0.8992373990343396,0.5903502235469449,1.2507470119521913
v9,3898,23,0.898132134209616,0.585635359116022,1.2508116883116882
v9,3898,24,0.9,0.5811596480201131,1.2678861788617886
v9,3898,25,0.9026867808181468,0.574689226519337,1.2879234167893963
v9,3898,26,0.9074537037037037,0.578402493169399,1.2949579831932774
v9,3898,27,0.9046102517440098,0.5900409836065573,1.3154135338345865
v9,3898,28,0.9042328042328043,0.5776863302139037,1.3333333333333333
v9,3898,29,0.9113079193941728,0.5828412073490814,1.3445581896551724
v9,3898,30,0.9074708269913749,0.5763475339746527,1.3628633271490413
